83-0514,UNIV. BOOKSTORE,LOIS STANCZYK,DEVANY SPORTS CENTER UNL BAND ON FOOTBALL FIELD,,2-4X5 COPY NEGS
84-0178,UNIV INFO,BOB,PRESENTATION OF TROPHY TO BAND FOR BEST UNIFORMS,,B/W TAKE
84-0983,BAND,ROSE JOHNSON,CONCERT BAND AND SYMPHONY BAND,,
86-0128,BAND,FOUGHT,BAND IN FOOTBALL STADIUM IN FORMATION,,"3-COLOR COPY NEGS, 35MM"
86-0449,BAND,,1985 BAND ON FOOTBALL FIELD DURING GAME & PRACTICE,,SLIDES
86-1003,MUSIC,KERRY GRANT,BAND MEMBER PLAYING TRUMPET,,1-4X5 COPY NEG
87-0617,BAND,ROBERT,NU BAND ON FOOTBALL FIELD,,6-4X5 COPY NEGS
88-0039,SCHOOL OF MUSIC - BAND,ROBERT FOUGHT,"HIGH SCHOOL SEMINAR, SM GRPS, CONCERT BAND",,B/W TAKES
88-0572,BAND ,ROSE JOHNSON,MARCHING TECHNIQUES,,B/W TAKES
88-0601,BAND,ROSE JOHNSON,BAND CLINIC,,B/W TAKES
88-0788,SCHOOL OF MUSIC - BAND,ROSE JOHNSON,MARCHING BAND & SM GRPS ON STATE CAPITOL STEPS,,COLOR TAKES
89-0075,SCHOOL OF MUSIC - BAND,ROSE JOHNSON,BAND FESTIVAL 1/20/89 - 1/21/89,,B/W TAKES
89-0192,BAND ,ROBERT FOUGHT,BAND MASTER CONCERTS,,2-B/W TAKES
90-0068,BAND,ROSE JOHNSON,WIND & PERCUSSION FESTIVAL,,B/W TAKES
90-0194,BAND,ROBERT FOUGHT,BAND MASTERS CONCERT & CLINICS 3/1-2-3/90,,B/W TAKES
90-1101,BAND,ROSE JOHNSON,CONCERT ON LIED CENTR STAGE,,B/W & COLR TAKES
91-0051,BAND,ROSE JOHNSON,CURRENT BANDS ON STAGE,,B/W TAKES
91-0180,MUSIC,ROBERT FOUGHT,BAND MASTERS CLINIC & BANDS IN CONCERT,,B/W TAKES
91-0919,BAND,ROSE JOHNSON,BAND FORMATION AT HALF TIME OF UNL VS MISSOURI,,COLOR TAKES
91-0920,PUBLICATIONS,KATHLEEN KRAMER,"GOOD LIFE, BAND MEMBERS",,COLOR TAKES
92-0368,PRINTING SERVICE,LEROY,BAND BROCHURE,,2-4X5 COPY NEGS
93-0690,PRINTING SERVICES,ELROY,MUSIC BAND,,1-4X5 COPY NEG
93-1046,PRINTING SERVICE,ELROY,MUSIC-BAND,,
94-0012,FINE ARTS,,"SCHOOL MUSIC FACULTY 1936, UNIVERSITY BAND 1912",,2-4X5 COPY NEG
94-0012,FINE ARTS,,"SCHOOL MUSIC FACULTY 1936, UNIVERSITY BAND 1912",,2-4X5 COPY NEG
94-0617,BAND,,BAND ON STADIUM SMALL GROUPS FORMATIONS,,COLOR TAKES
94-0858,ATHLETICS/FOOTBALL,,BAND DAY 1960,,1 COLOR INTERNEG. 1 35 MM.
94-0925,BAND,,FLAG CORP ON TROLLY IN HAYMARKET,,COLOR TAKES
95-0858,BAND,ROSE JOHNSON,BAND ON FIELD DURING HALF-TIME,,COLOR TAKES
95-0858,BAND,ROSE JOHNSON,BAND ON FIELD DURING HALF-TIME,,COLOR TAKES
95-0939,BAND,,FACULTY CONCERT,,COLOR TAKES
95-1047,BAND,, BAND ON FIELD AT IOWA STATE/UNL FB GAME 11/4/95,,COLOR TAKES
95-1047,BAND,, BAND ON FIELD AT IOWA STATE/UNL FB GAME 11/4/95,,COLOR TAKES
95-1082A,BAND ,,CONCERT BAND ON STAGE,ColorEvent,
98-0133,School of Music (Band),,John Kloecker,Black & WhitePortraitColor,
98-1040,Band,,Band at Missouri Football Game 10/24/98,ColorEvent,
99-1224,MUSIC/BAND,,CRAIG CORNISH,Black & WhiteColorPortrait,
99-1225,MUSIC/BAND,,TONY FALCONE,Black & WhiteColorPortrait,
99-1272,BAND,,CHRIS GORDON,Black & WhitePortrait,
99-1273,BAND,,TOM THORPE,Black & WhitePortrait,
